ПОЛИТБОТЫ=[Подробная информация]()
// политботы 1
ivandr68=Mar 8, 2008 [пб#1]
// смм-агентство тренд медиа
UCP9_dorRdjiOptT2L8PDPCw=Jun 15, 2012 [TRMagency]
UCfC_v33J8RFG4FEk0AAVqIA=Dec 8, 2012 [TRMagency]
UCsoOhwbrl0N2F397HcVN1fw=Dec 25, 2012 [TRMagency]
UC9MppuSvCHQsXIvXCdsYS-Q=Dec 25, 2012 [TRMagency]
UCFZy2luTaoRrXyZHDOfs98A=Dec 25, 2012 [TRMagency]
UC1WWI0LLAJvJ27A049H3fyQ=Dec 25, 2012 [TRMagency]
UCD7lrhJAo5Q6GJF9rRNqV5A=Dec 25, 2012 [TRMagency]
UCvHsbdr2YiBEm8N_uD2MpIg=Dec 27, 2012 [TRMagency]
UCkvC8ip-KRfV3UxM7j11vrw=Dec 27, 2012 [TRMagency]
UCRZ1Ha2u4xxXxA0kCnZHoaA=Dec 27, 2012 [TRMagency]
UCUUz1FJdesaC0v8aYLdnnag=Dec 27, 2012 [TRMagency]
UCXdWA8j9l4dh_8nGjZQWNtQ=Dec 27, 2012 [TRMagency]
UCWH8pq-Vim8vZBdp3KRT64g=Dec 27, 2012 [TRMagency]
UCXLsSbEL8zYHNecQH4ft0uA=Dec 27, 2012 [TRMagency]
UC-XpcKiIk0GW3hUIsk-qT3A=Dec 27, 2012 [TRMagency]
UCUi0ZL2yaE2U2GlXD6_WfvQ=Dec 27, 2012 [TRMagency]
UCt6lOP-q1WDUgoOESmqHsnQ=Dec 27, 2012 [TRMagency]
UClULkp8skUm9KAYADVRGf9g=Dec 27, 2012 [TRMagency]
UCnODQtacM3OLdIQzBMKrWMw=Feb 3, 2013 [TRMagency]
UCEomxqarWID8rFEDM8m9nMQ=Feb 3, 2013 [TRMagency]
UCo3ccSz7pGO8WgN30K1sHBA=Mar 4, 2013 [TRMagency]
UCBJo-ljtY_FcDOzoWFofDWw=Mar 4, 2013 [TRMagency]
UCtxafurXvqIcZRxf58ecxDw=Mar 4, 2013 [TRMagency]
UCNPajpNgL6H63Wfa_TpSkNg=Mar 4, 2013 [TRMagency]
UCbMo5bjcPvhOSOKetFJqrvQ=Mar 4, 2013 [TRMagency]
UC6PbnUYXvx7G9pfUEXJlR3g=Apr 27, 2014 [TRMagency]
UC--EvhhdTIXUhdgR8xkuazw=Dec 9, 2014 [TRMagency]
UC2P6TesLsAMO3aBM8PKva6A=Dec 9, 2014 [TRMagency]
UC6L2IgZ704rrnFrGO0PO_WA=Dec 9, 2014 [TRMagency]
UCh_GsxFErYW_ho9CBCPRQaQ=Dec 9, 2014 [TRMagency]
UCgzzAewYp3DVr_IqyfHXefw=Dec 9, 2014 [TRMagency]
UCw_GUYzRgAOWofPcww0KAFA=Dec 11, 2014 [TRMagency]
UCfMtALXpP4NpNMeOCAU7K1w=Dec 12, 2014 [TRMagency]
UC8WZq-3KCZGYZTlnXyAdoVg=Apr 19, 2015 [TRMagency]
UCg4seHVEgGIyMMH5S7y0jBQ=Apr 19, 2015 [TRMagency]
UCTXMg3A-Df8R9tLh7JzQ8sQ=Apr 19, 2015 [TRMagency]
UCvk0_n1tekJ2sD6dylyp1PA=Apr 19, 2015 [TRMagency]
UCuEbdJaybeU_CzCwO7uQi4w=Apr 20, 2015 [TRMagency]
UCZy8UZVrad5EXKILWDcUVUA=Apr 20, 2015 [TRMagency]
UCuUzwsjVGAa4ow8JUixf0Hg=Apr 20, 2015 [TRMagency]
UCPOzkS4kxKUxFFRUnZrURsg=Apr 20, 2015 [TRMagency]
UCWa43YiHESLt5yitxEnZduA=Apr 20, 2015 [TRMagency]
UC7juqaj_uCSOz0T2hfO_mhQ=Apr 20, 2015 [TRMagency]
UCeIXR8pR_RLKACMe7fpoU7A=Apr 20, 2015 [TRMagency]
UCVSLDB9wg63ruC1JojuzSfg=Apr 20, 2015 [TRMagency]
UC1TDOfPJWXwpYT49qAuXCaA=Apr 20, 2015 [TRMagency]
UCwlnNsMG_iljbESM13edoHg=Dec 18, 2015 [TRMagency]
UCuxjSFTFTryEKjWD7fHkwmw=Dec 18, 2015 [TRMagency]
UCRiLWgSBCtvGAbc5AWQEFEg=Dec 18, 2015 [TRMagency]
UCcFYLCqs5GgNRMiuajSKrYQ=Dec 26, 2015 [TRMagency]
UCstl0SC8WEQJzVErujHsaSA=Apr 18, 2016 [TRMagency]
UCevH4xaN-PDh_22bBhw0QSA=Apr 18, 2016 [TRMagency]
UCBeSdHGOjgWHzoXiq3h2orA=Apr 18, 2016 [TRMagency]
UC3X88fzJfjT5Zd6eM0szBLA=Apr 29, 2016 [TRMagency]
UCR4m-H4Ph4Hik7x7bZ3Oa5Q=Apr 29, 2016 [TRMagency]
UCP1pbilHEIi4_kbo9QCneoA=Apr 30, 2016 [TRMagency]
UCUDnz760Gg4a_V3kmOnqdCA=May 22, 2016 [TRMagency]
UCkn2Lmd87tB2pjq2ITvVcCA=Mar 23, 2017 [TRMagency]
UC-92CGIaEg4dXFjxTFb8dLg=Apr 15, 2017 [TRMagency]
UCZeEjRKFJqYGPUH59sygBBQ=Apr 15, 2017 [TRMagency]
UCBYJ8x9GEIYBWBmUBsaKVSA=Apr 15, 2017 [TRMagency]
UCCYMMngtcUBsL_RAQLSXahA=Apr 15, 2017 [TRMagency]
UC2F3xRUZmv9tx1H_ftiRc5w=Apr 15, 2017 [TRMagency]
UCv-ugWhG8OJK940EFbSkt0A=Apr 15, 2017 [TRMagency]
UCeY5yTzkTqgGwXoea5rOYOg=Apr 15, 2017 [TRMagency]
UC7KZ80i1QgztI7ot_cjhGyg=Apr 15, 2017 [TRMagency]
UCfSpGLtXNhnZIMDK-1P7irA=Apr 15, 2017 [TRMagency]
UC5-WfYJXuM9VhsMcfT6n2bQ=Apr 17, 2017 [TRMagency]
UCegf-nJ6vyMxFcTwMR58Vpw=Apr 17, 2017 [TRMagency]
UChtYo-qWPTMgcud9u_c8umA=Apr 17, 2017 [TRMagency]
UCcZI8im4uVfFB96Agaz8Ngg=Jun 20, 2018 [TRMagency]
UC3XF_ETf2lQIJssMMYoX79A=Jun 20, 2018 [TRMagency]
UCSEvPKlIG3Q1LZalEv65Aag=Jun 20, 2018 [TRMagency]
UCKPveK8r9HFkOJmzQhNNMnQ=Sep 6, 2018 [TRMagency]
UC_YoD2AgTL8ejqM0GbkC1gg=Sep 6, 2018 [TRMagency]
UC-bv-iXSuTqFdwZ7gzOE3MQ=Sep 6, 2018 [TRMagency]
UCVeu8uMpZpO-1CA4YoQSCwQ=Sep 6, 2018 [TRMagency]
UCZUoC4fFd-tgUs9QMo6UGzA=Sep 6, 2018 [TRMagency]
UCxdPlGZkGHEaC0nVQi8g8WA=Sep 6, 2018 [TRMagency]
UCTo_ueoApYi4_DOW8rWT-YQ=Sep 6, 2018 [TRMagency]
UC1Zce-uT66UVfnPA_kdwfZw=Sep 6, 2018 [TRMagency]
UCZbmRQc2xVPqq4oCqabpndQ=Sep 7, 2018 [TRMagency]
// аркатоботы
алексеимухоморгрибоедов=May 26, 2012 [аб] (???)
UCrzDsppr39XH_scHpAZknzQ=Sep 24, 2014 [аб] (?)
UCTTo0xTvqDJ_8xSI4CieGgQ=9 июня 2017 [аб]
UCHk1JGaG_rFoIb8Xjm60q1Q=9 июня 2017 [аб]
UC9ru1655ewl9CH6iD_gfP_w=15 июля 2017 [аб]
UC0gFEqLXmjJzR1BghUzKbqg=15 июля 2017 [аб]
UCBCpFvX4qX02KAwPfLMtegA=22 июля 2017 [аб]
UCdvcoYPUARPnxIUtC9wji-Q=22 июля 2017 [аб]
UCrOCJbfPoe5fbHIq-cfl-aA=22 июля 2017 [аб]
UC33sFZ0ZY9lrD7UUh7ewVhw=27 июля 2017 [аб]
UCiGq6vGMstJ6s9OCzwIxRdA=19 октября 2017 [аб]
UCDa0g4KHt0vGiE9b1auKBQQ=24 октября 2017 [аб]
UCmlEM5bZ8sQIl1P9aGGqN3Q=24 октября 2017 [аб]
UCvs3sIsxAYOPVJB7uDo6lxA=24 октября 2017 [аб]
UC03JaRsnVr5nfsIavrwdwAQ=24 октября 2017 [аб]
UCnkfk4Yb8zJ1jcNR5lIFrDQ=7 ноября 2017 [аб]
UCA7VT52tSdsDxBSZOF_eO4A=25 ноября 2017 [аб]
UCfQjKw1o4BqYAxFtRIRf0Dg=7 февраля 2018 [аб]
UCDqdpyTfzUae6RoN6UTLiAg=7 февраля 2018 [аб]
UCotDJeFpHoPwvRKuBzeGJjw=8 февраля 2018 [аб]
UCKH_tq9XmpDAf5KxB4te61g=12 февраля 2018 [аб]
UCmDE_8Ubu2EVhOqDr7UeUfw=12 февраля 2018 [аб]
UCrEoDeJzDkL9U2BsD9i0o8A=14 марта 2018 [аб]
UC-_svgD_KI7ZporN55k0INA=14 марта 2018 [аб]
// хакасские боты
UCWB1M6zYVvUijtdQWy5KAFw=1 ноября 2017 [хб]
UC36AfPrCT7k8KYt2x1tw4bw=5 ноября 2017 [хб]
UCqG_m9C0t-oSRSO0DGI6bmQ=27 августа 2017 [хб]
UCYPxudmc0qsgrkaeYgwjk4g=27 августа 2017 [хб]
UCpHiSEOplLHFyvb9yccutEg=23 октября 2018 [хб]
UCZIjebiuy252JsICGMWCWOw=24 октября 2018 [хб]
UCJ3lg7W7miJTAGeqXR5Zl9A=25 октября 2018 [хб]
UCIsZUNoZ7m0wALiKiyk4PrQ=25 октября 2018 [хб]
UCwTQvad3UijF1la-eYYMgLg=26 октября 2018 [хб]
UCnCOgK2gE4Q37XJA8Yx9MvQ=27 октября 2018 [хб]
UCvt3GKM1_2XS639_xq2n41A=27 октября 2018 [хб]
UCh2cfGE22yeBatt_QMZW2yQ=27 октября 2018 [хб]
UCJK45EzeircGsGPGxH-5QOQ=27 октября 2018 [хб]
UCV_8X0vWYMKji70rmjom92g=28 октября 2018 [хб]
UC8SqvHQIfmKS1aS9uknqkHQ=30 октября 2018 [хб]
UCuuUejnOPElaq-iLA8HR29w=30 октября 2018 [хб]
UCnHS4_8MRGSCLKp0Ce0jM-g=1 ноября 2018 [хб]
// кожемякоботы
UCKOmbKgBDZdKWjMtby2YdGQ=Aug 1, 2013 [кб]
UC_mty7qCjmOfa6Iqj2PkWyQ=Sep 30, 2018 [кб]
UCg-Wt6xFvYEi8SDRAo6FUCw=Oct 4, 2018 [кб]
UCaMbIdxvru9H2msdrNaU-2A=Oct 6, 2018 [кб]
UCPK_JysnK5-yuqJ5fbZMOOg=Oct 8, 2018 [кб]
UCiEoGEulmTAuJtlP4ey8wdQ=Oct 8, 2018 [кб]
UCaOhJtl_eQx1-3qBuAfFy7w=Oct 10, 2018 [кб]
UCjjTkssWewDMf-EQC-gdpAw=Oct 12, 2018 [кб]
UC3kNWuuT_oQXnRQhBNIae2A=Nov 4, 2018 [кб]
UCJfKHKacBO9Fo3vQsr9Ik1Q=Nov 7, 2018 [кб]
UCf3Ng-LiBL897_WDW_5JL1A=Nov 7, 2018 [кб]
// фейковые кремлеботы
UCOnCjuFcvVHgE2CRK_4Brlg=Sep 22, 2015 [фк]
UC2tN1-xZ4ObBiHBAayhHMdQ=Jul 25, 2016 [фк]
UCNd9J_boP2Lh2LWVtV1O41A=Mar 15, 2018 [фк]
UC-anStiDK9yufYgsK-NYcyQ=Apr 4, 2018 [фк]
UCHoFJ5ycQ3mgzd4GiYahtLA=Sep 2, 2016 [фк]
UCOJu1aNwusL4pz11F1FL7tA=Aug 7, 2018 [фк]
UCVD7KQ5OMeisuPRr5FOAlmw=Oct 21, 2013 [фк]
UCts3wUK0-OmftLmFBekGsEw=Aug 28, 2017 [фк]
UCCeNZPSPnNsl8sbCZq7OLfw=Mar 31, 2018 [фк]
UC0WhnZTRRHM43qIwFMo-PqQ=May 12, 2017 [фк]
UCFwJj1SV58YdJoFn1eaEi-w=May 4, 2016 [фк]
UCfkn3ac4EWK7TwHHTRxDFPg=May 12, 2016 [фк]
UCmeh4w7TMlvRTT52YNUs_PQ=Sep 9, 2016 [фк]
// тимошенкоботы
UCVVIaDw2EdcxqwZ4e69Drmg=Dec 12, 2018 [тб]
UCktcCafKqMS1FIQhO-kB5VQ=Dec 16, 2018 [тб]
UCYQ807n5M2t3Hg2YLwwUzAg=Dec 17, 2018 [тб]
UCjKTFFE-si6f-Gixr-wz3KQ=Dec 17, 2018 [тб]
UC4YixcNhzTOxN9Ua_zMXl0w=Dec 17, 2018 [тб]
UCZ_OPUr5DXj7GYTEPYYQG3w=Dec 19, 2018 [тб]
UCZwNOCUatUTl6LeNJXXSLVA=Dec 19, 2018 [тб]
UCby5Fix7T1eoGfluWP6Gtrw=Dec 20, 2018 [тб]
UCNnU4aHCV29y5lfLG4XmDkA=Dec 20, 2018 [тб]
UC878iPfIyVciNe8WjuNvmXg=Dec 21, 2018 [тб]
UC19HpPcQygUC32MzFiIhDaQ=Dec 21, 2018 [тб]
UCsNmJvlNlsrTXhS2L32uVJw=Dec 22, 2018 [тб]
UCA8ourzeS6M4OW3kzUwRBnQ=Dec 22, 2018 [тб]
UCeUl2cqxfeC4quj7Xq8OkOQ=Dec 22, 2018 [тб]
UCAOrTEaMzfuxdc7lK5blB9Q=Dec 24, 2018 [тб]
UC-8EGbh5PttAKF-DLze6esA=Dec 27, 2018 [тб]
UCDXMWmP4jwCBMOR3WBsVB5w=Dec 28, 2018 [тб]
UCXpybThIdxmC_6tDr03c_6g=Dec 29, 2018 [тб]
UCE7A4gpc7sx5AWPEaK2Jt6w=Dec 31, 2018 [тб]
UCboJN1n3wVZ7l7U95PKaaeQ=Dec 31, 2018 [тб]
UC-B8tfAXniq4DkA4R-I996w=Dec 31, 2018 [тб]
UCU-79yDxBwo77vhBSkpL6aA=Dec 31, 2018 [тб]
UCRutCHUCA4tMzLCnCWg0-4A=Dec 31, 2018 [тб]
UCgHd9iujmGN3N2vpJ3ompcg=Dec 31, 2018 [тб]
UCECch9mGMs7xys8HMVXTT4w=Jan 3, 2019 [тб]
UCB716q0ikkcP0u4xIQbJIWA=Jan 7, 2019 [тб]
UCHxK6CRq7350ic9IxBkCqFw=Jan 14, 2019 [тб]
UCoUAfyGuJngqc9DulPZeXmg=Jan 14, 2019 [тб]
UCKWOSKpQEtRIbB_vTna1atA=Jan 14, 2019 [тб]
UCiaKY6DFQWffeZGvkTRI6Tw=Jan 15, 2019 [тб]
UCPutyZ7LLRQ0kggS8cpFAcQ=Jan 15, 2019 [тб]
UC2uhGsrhUkG-ZQQeMGDBQog=Jan 15, 2019 [тб]
UCiAr5CpwKEoVmh9a3w94IXg=Jan 15, 2019 [тб]
UCcdEE7Umh8mYErm3E0vfDrQ=Jan 15, 2019 [тб]
UC8D8U7r1Yeq88Vba5pzIWDw=Jan 15, 2019 [тб]
UCK7y_QaSEkRvJ7HoPpdI93g=Jan 15, 2019 [тб]
UCcylgl3bTFfIguX5Wh1fZnw=Jan 15, 2019 [тб]
UCjQU_DlYu2kBtopyOIBL1hA=Jan 15, 2019 [тб]
UC4YU90rNbkqcyHIN3Ao9fKg=Jan 18, 2019 [тб]
UCwBcEfmDiKLOBpIun188ivg=Jan 18, 2019 [тб]
UCH1KBcebkZd-6zOX_EF2Ltw=Jan 18, 2019 [тб]
UCLxJSYwrDG84XGq-IuHzLfQ=Jan 18, 2019 [тб]
UCzSJqslOgb63g8FRJAEqIlQ=Jan 18, 2019 [тб]
UCuO_LL2wvrJFHTZp86xNK9w=Jan 18, 2019 [тб]
UC5vM-u8gi5Cx86Ya9BwQ8PA=Jan 19, 2019 [тб]
UC_udBG1r-KHcL6DLlX6hKoA=Jan 21, 2019 [тб]
UC2oWzYPe2UbHFL3b8bGBqZA=Jan 21, 2019 [тб]
UCKTObJ6mfk-wnXsIpbbh7cw=Jan 21, 2019 [тб]
UC2SnVGFSTSwWnzjekyR-GIQ=Jan 23, 2019 [тб]
UCvEWflk6P-dSDonnGz9Cgxw=Jan 23, 2019 [тб]
UCuYiumREX9hgabQy-uhr0NQ=Jan 24, 2019 [тб]
UC1-Or9giYI_vOM_GiRwlfzg=Jan 25, 2019 [тб]
UCEEppPhhP6TaB2Y63NVMaRQ=Jan 26, 2019 [тб]
UC2AzMFEeh8XErFuDMXjIjUQ=Jan 26, 2019 [тб]
UCeZZpy6lodDW2LkRIW6J5Ug=Jan 27, 2019 [тб]
UCnYXHAZAODzI3MAsEfjW_aQ=Jan 28, 2019 [тб]
UCvgwS9z4JxHYiAAEjxLgcwg=Jan 28, 2019 [тб]
UCfjjH0_hOs3nY90n3susbhg=Jan 28, 2019 [тб]
UCxfr_hGmazkRA3B4nmjN8BA=Jan 29, 2019 [тб]
UCkYXkOtqQ5apyR6yV19YYpA=Jan 29, 2019 [тб]
UCIocxYouTcz-AbKiaN1KyKQ=Jan 29, 2019 [тб]
UC9RrjbfmAJbrpNnI2oH-s_Q=Jan 29, 2019 [тб]
UCMm0VVAoxYO9BEcxdLtf55g=Jan 29, 2019 [тб]
UCvE9dfLfjJtPc5CQ2ZIVi8Q=Jan 29, 2019 [тб]
UC2vQbfO_UOvDOEsUX2EUHFg=Jan 29, 2019 [тб]
UCe1Q4e0US823yFBF92k1miQ=Jan 29, 2019 [тб]
UCGkLV8XsLthbNQTPiLH3fMg=Jan 29, 2019 [тб]
UCPFQ5gC9Kjn1ElfqpTj4i8A=Jan 29, 2019 [тб]
UCPpiFuLWICiKghHkxvemjiw=Jan 29, 2019 [тб]
UC06piRdgv8EQWOEVZnBxBCQ=Jan 29, 2019 [тб]
UCZAtnLJfYYAUYFfhJuhrrqQ=Jan 29, 2019 [тб]
UCnjtDNoDgqtU6bIa4Py1nsw=Jan 29, 2019 [тб]
UCE9bZvS8ASDyLG8EaTLekNw=Jan 30, 2019 [тб]
UCX4TjPze5wW0qIMHjBmMYZw=Jan 30, 2019 [тб]
UCWXd1vCbmjPCxgX_c3J7AcA=Jan 30, 2019 [тб]
UC5i4pgq-6b42FlJlF6BmdsA=Jan 30, 2019 [тб]
UCLcOXEJM_0iws4FDHwiCerg=Jan 30, 2019 [тб]
UCI1vdUfEvmfIDAuyuuZl39w=Jan 30, 2019 [тб]
UCjvdb7uc5eVCvig9kLHnQKw=Jan 30, 2019 [тб]
UCAHKupbozMUXwLtR81k0-sQ=Jan 31, 2019 [тб]
UC32x1rmrh-KpXTs4Y_Gx7cw=Jan 31, 2019 [тб]
UCuUyrg_Z5dyuFfAdD4h48iQ=Feb 1, 2019 [тб]
UCa1xavQq8t6S5RILUBEK8Cg=Feb 3, 2019 [тб]
UCiS791iX6xhnbc0xOG7Zg2A=Feb 6, 2019 [тб]
UCrXDJXFUy0FAEABA0OUJgEQ=Feb 6, 2019 [тб]
UCIY9PCCuRnsXvWo1xXkEVEg=Feb 6, 2019 [тб]
UCCuECh5TWuVllXE9WsJhk9g=Feb 6, 2019 [тб]
UCXUFPW--nFpYb76r_eSFdkw=Feb 6, 2019 [тб]
UCCDzBrLLQgEr6-KlliDimGg=Feb 7, 2019 [тб]
UCG3gnRCcjUS_0nHQGgIaX7A=Feb 7, 2019 [тб]
UCOdI7KqZBvaZN5tmfpNiF7g=Feb 7, 2019 [тб]
UClS9XN5EaqIcZqNWkuNoKfg=Feb 7, 2019 [тб]
